upi_id,amount,transactionAmountDeviation,timeAnomaly,locationDistance,merchantNovelty,transactionFrequency,is_fraud
user18@upi,9200.632385614977,0.2854096114213678,0.4710000458298773,90.09830264796463,0.4865899855448341,4,1
scammer19@upi,5576.009192053422,0.9734953810085126,0.3653114089958428,72.42065392938565,0.6027567076071783,19,1
user20@upi,8554.36528353306,0.5474875135372226,0.6242908761019644,45.336111105686705,0.9625611832607255,12,1
scammer21@upi,591.6182162437175,0.9993509907992167,0.8494482012236346,17.139314444997254,0.5542950487123182,4,1
user22@upi,7987.287331386301,0.48673810967698095,0.5779043975593274,69.50582124922262,0.29749069380702897,7,1
user23@upi,5445.877562826713,0.16273280970474957,0.2610119844194181,75.36299052542469,0.47462839437533566,12,0
scammer24@upi,3426.700166399109,0.5112573129282302,0.28355436621560803,64.16435989407613,0.8773236747769895,6,1
user25@upi,7820.282150666645,0.06579517117549716,0.5630569221347851,17.675513463682467,0.9197844451944036,1,0
user26@upi,1914.4131935351709,0.9476551017415112,0.44325040311078245,14.449661147426184,0.9116649062500084,11,0
scammer27@upi,7735.379970827818,0.946129149041068,0.21640329514915035,83.09027692270577,0.41264951839925557,6,1
scammer28@upi,6225.8760713039865,0.012879495569545818,0.8304671383084559,98.49282205480361,0.379221428385662,7,1
user29@upi,4201.497735401899,0.8458191067555018,0.18753009386135566,11.068680322594659,0.03860306572052841,17,0
scammer30@upi,3058.3855552096297,0.30219617246565,0.4435749539679671,95.76715906115537,0.8152660402314976,12,1
scammer31@upi,3501.351689165467,0.09883814965867821,0.9531318240241256,49.28407567708525,0.5455039261985429,19,1
user32@upi,2269.384957670638,0.43687528219547267,0.8848700270773153,5.6061429116139205,0.19942908127271153,15,0
user33@upi,5578.8952126887025,0.7767558726999366,0.5775268153436166,65.7979434608342,0.7666616325120919,3,1
user34@upi,5463.178472075465,0.50838583894421,0.3251191783048597,31.86651249193271,0.003229243664804815,9,0
user35@upi,7144.178126277536,0.40644775133922273,0.68481019290692,15.617639920937798,0.9311550647772845,12,0
user36@upi,3338.591199794114,0.6575371448715835,0.6481833782596205,40.702154815816336,0.1927171767779332,14,0
user37@upi,7243.690871164307,0.006790185445327279,0.5626987610428276,50.82854281442317,0.017651745295715893,19,0
user38@upi,7219.577899639476,0.48617089813041325,0.2729478478847147,17.60451665792645,0.42619068981681674,19,0
scammer39@upi,1721.49503553565,0.08003953805653818,0.9918799909689445,58.440675987531456,0.7850043379614694,15,1
user40@upi,2844.924764565653,0.3745414101782668,0.8053603841333294,20.11934990600973,0.8575884912368078,2,0
user41@upi,3073.2034070485142,0.06837344826090441,0.19186648336612555,38.37859588952747,0.6202605089768497,6,0
scammer42@upi,8831.46711721864,0.5999426780266008,0.3253517741172943,13.95706791944874,0.4788823395687041,1,1
scammer43@upi,3566.4011095557044,0.6130817426123858,0.89751101437935,73.1010408470831,0.5160861867623763,13,1
user44@upi,4479.792510142353,0.6275174636715452,0.3756025615441423,50.38168669847409,0.28627595393036076,14,0
scammer45@upi,98.36349045462057,0.45780920459013974,0.45790259977350145,93.13749671241384,0.7293855603802357,8,1
scammer46@upi,7761.550565041032,0.629206667012169,0.11841113375625045,74.22154752430083,0.7989306198241825,12,1
scammer47@upi,6856.123518984804,0.8015698114626701,0.5470399697945555,93.00648626585262,0.33482022935247946,11,1
scammer48@upi,8828.764441488882,0.32556754137472155,0.9488754737101439,17.101130172106306,0.24180274082598374,14,1
user49@upi,376.18348631892235,0.4489555080961669,0.8100335299945445,31.1760818476317,0.6919111755826537,9,0
user50@upi,4142.146947458768,0.6975973593974111,0.21225097888962652,32.007993299993295,0.3293753720331323,2,0
user51@upi,9861.341876416307,0.4838868079040626,0.16369211992760002,51.454900007010984,0.666362764181674,19,1
user52@upi,3517.581336938163,0.9216818493635729,0.5911218745110545,39.441218868180584,0.39957656117922324,8,1
user53@upi,5201.0830167097,0.7230104014685742,0.5242506568557174,2.877820330029157,0.13664749604676008,13,0
scammer54@upi,2072.183937330048,0.6698053047337168,0.43979543179656044,67.90775528367966,0.16879810491164882,12,1
user55@upi,4162.895939801941,0.5592642378790667,0.3138138793559043,11.236157130306989,0.7386867809405956,19,0
scammer56@upi,8616.31887328855,0.507610772546894,0.7259493739198556,26.384848848730968,0.8333491055736312,9,1
scammer57@upi,577.0019194797624,0.4568016407164005,0.8853251639795185,82.56655499667828,0.1838799540194993,13,1
user58@upi,6469.643144488568,0.8094738857931713,0.16653295622073327,4.943775607497569,0.007941729501902861,9,0
user59@upi,1818.8615523252088,0.23613461114418133,0.4576131447309668,92.72502169384776,0.2240048046692804,1,1
user60@upi,3789.383927747664,0.48236588733456365,0.17749570335063136,35.053124076600476,0.3001626289073328,9,0
scammer61@upi,8987.860380888245,0.3407775447465269,0.0914852261132979,87.83553694669433,0.39644071237113854,4,1
user62@upi,7641.600471349736,0.35549239037707514,0.828413737663854,29.68102215437173,0.95914697873753,4,0
user63@upi,2957.704117660904,0.4519539046983623,0.8750123881325853,56.00912011331979,0.6802034031217177,9,1
user64@upi,3237.4372913278576,0.27060900320832304,0.32378656034477493,25.41313434986613,0.7947577064077154,5,0
user65@upi,8972.500612609165,0.8167131749611594,0.9436663713818507,88.79979261048616,0.7603605592518092,7,1
user66@upi,8668.693571200849,0.04380816612498273,0.0012523674718365463,8.896756304161379,0.23244157513341046,18,0
user67@upi,6314.939320419377,0.3396519600251785,0.7325810907233326,38.65747887237628,0.36084247109805767,2,0
user68@upi,3448.672625141694,0.7919057459096568,0.859851340098085,42.048752868155226,0.3976547165439769,1,1
user69@upi,6447.411787852289,0.22884130765403,0.6937124674267118,9.32584984250221,0.015336718781461811,19,0
scammer70@upi,1846.8197221780613,0.9240544999353008,0.4196523182862223,69.6252699861973,0.4823239625671554,16,1
user71@upi,1580.1743440358634,0.6030613253974546,0.5024516301161881,47.43370808334644,0.058865686647966764,3,0
scammer72@upi,9662.189958409033,0.7024231173522979,0.38386014207901586,87.20036034120815,0.7922689791417621,4,1
scammer73@upi,8453.634329539846,0.6691805682294761,0.27924834813660615,50.5686815572712,0.8179954492193275,12,1
user74@upi,3910.534782849924,0.7152194706017422,0.6806208373016599,86.18365995314156,0.3132716001467044,18,1
user75@upi,9566.314431816798,0.6687579251867936,0.5351798980657412,49.34495523070633,0.3489926955608942,14,1
user76@upi,6506.4124886351865,0.05081581593585305,0.5213750507985878,29.81029591132527,0.903552420668517,2,0
user77@upi,7221.033642559118,0.08645521500259279,0.3155644487447453,56.0149984003486,0.9251745657044819,8,0
user78@upi,6293.239039449759,0.10378547265734928,0.0728153478440361,27.586558626113412,0.12034179460207306,16,0
user79@upi,4494.454757799536,0.8661963261822156,0.630842546747838,49.95459348378885,0.6251887244451023,9,1
scammer80@upi,4128.422279282826,0.3554024824943339,0.6802261783081016,79.04947037540667,0.06431331810618401,3,1
scammer81@upi,8645.394148406256,0.6313531393472535,0.602902547632786,74.08345247725356,0.651632458109655,10,1
user82@upi,234.5476708210152,0.329644999751981,0.5797028052557444,75.65975949565194,0.9868377017717226,20,1
scammer83@upi,9294.716449296233,0.21840150146792625,0.3362518216743353,91.34613275681673,0.6049342161224963,16,1
user84@upi,5608.304094189955,0.08565265343406081,0.6130724908917704,17.973969964017687,0.7955824958078379,2,0
user85@upi,2659.920885854465,0.09183594299922904,0.02644121576811298,46.49806991362369,0.2649833670591437,18,0
scammer86@upi,5038.381926796919,0.9552010503718024,0.48391813910782955,27.036452281904133,0.9498003322252165,16,1
scammer87@upi,7763.087717035955,0.38041874772754636,0.5558771618171833,79.51585714643882,0.9983211229485175,19,1
user88@upi,655.4548147900981,0.7099213949499497,0.8244175517038951,38.885923100438355,0.7603993516878199,16,1
user89@upi,2151.3368844818438,0.2126690607236874,0.6928072876116924,15.70911036757412,0.9178055856287307,15,0
scammer90@upi,9516.72524674538,0.46388224065549066,0.24814512165884073,47.78219670903473,0.6341739811661464,9,1
scammer91@upi,8287.21227938173,0.804864343947286,0.5170909774824534,32.310669309440144,0.9226422650509313,11,1
user92@upi,6179.159256321166,0.647966075032182,0.010846130516891428,52.853655168513924,0.4312495207872491,19,1
user93@upi,9405.658326559917,0.13480551185119827,0.815174078013091,49.103902413499725,0.9865210708400334,3,1
user94@upi,6417.4863188019,0.8262863509152667,0.42229641164907217,53.59955994681647,0.718980045300937,16,1
scammer95@upi,4784.1463083135,0.6770170388046042,0.8134940562413748,93.15081209545272,0.434370074406742,17,1
user96@upi,1097.0576525802626,0.83256421818862,0.08521524202489161,88.20162292134056,0.9540454093222378,6,1
scammer97@upi,9386.735372368032,0.7614449932619711,0.019477458558812666,72.43322126697468,0.8983919358600941,9,1
scammer98@upi,2390.405809130652,0.9459123901925298,0.3342690528713721,63.156558320681846,0.26523647872822476,13,1
user99@upi,2133.7058003319644,0.2807792229444299,0.6133271700914623,32.052961360489995,0.8191300460388887,10,0
scammer100@upi,7214.343193639579,0.26378006421717215,0.6160866560675244,81.25129909140921,0.4968504178414913,20,1
user101@upi,3360.2076867736455,0.04836085350221697,0.24619716103471856,11.156354757545483,0.9898561667830142,19,0
user102@upi,1646.4453459910324,0.500403759924825,0.2557772744448149,88.00816233683402,0.8445545235226761,4,1
user103@upi,9053.924737793053,0.3634469427018353,0.7482325265988765,26.424859088300636,0.493323040963642,9,1
user104@upi,4560.130796550492,0.6643074751029594,0.9360043682592453,19.128769015283787,0.75817061939032,7,0
user105@upi,6450.237660495256,0.06699561719212077,0.014178530249773003,27.205343914628887,0.9311319807747519,4,0
user106@upi,807.2680714129988,0.6401031703404327,0.27507897012649674,15.292600931321598,0.685148278333553,1,0
user107@upi,7295.014837065344,0.4300611742092748,0.22871557815228538,23.81176668113393,0.3070867125582838,16,0
scammer108@upi,3702.2836832491867,0.6436571560298905,0.6806344232786458,61.03539378493189,0.587447856475217,19,1
user109@upi,4266.385945259128,0.1465390006450149,0.2544545242087648,6.600339198910776,0.915906552282145,4,0
scammer110@upi,980.444068284374,0.4829493999666711,0.4892027364240702,69.3167825552174,0.8785412234024964,1,1
user111@upi,6304.416001685509,0.5752488517497953,0.0747113194479031,7.4842017236723795,0.3869000887833255,1,0
user112@upi,2067.717105867692,0.23353509212003143,0.3827543088365881,36.76097990852816,0.24893895818679657,18,0
user113@upi,6330.7552077538685,0.7371839262648029,0.3067623473572568,23.430891306797406,0.7058505434926267,2,0
scammer114@upi,6761.2704225068,0.6562639636335595,0.659841690818201,83.78748208260359,0.4159171838253256,18,1
user115@upi,3976.7015109603462,0.29711813159052824,0.37596646931287414,79.40922799466603,0.15675788328304685,13,0
user116@upi,8865.29551303347,0.8892096361011348,0.33085378102628027,95.12492039092282,0.11969231704474681,6,1
scammer117@upi,8581.589420757531,0.8053567792595492,0.8065232396513955,75.41174618018609,0.651231611220119,20,1
user118@upi,5193.9003290449,0.3312368601225033,0.29147675410554075,93.62054408292883,0.09942787894181215,5,0
scammer119@upi,2872.9513114430324,0.970432837981422,0.35901554941294533,76.8119804638486,0.14485763806689622,8,1
scammer120@upi,3107.014112332544,0.5816925711326639,0.8251343315590249,44.34538408510321,0.9464217380628164,1,1
scammer121@upi,8772.698014863528,0.8137208344806908,0.12273961510845366,62.49105736654141,0.4949858990528696,8,1
user122@upi,3405.4746452032437,0.07894449390617952,0.18240472157460463,15.043953394785547,0.7643180891954576,9,0
user123@upi,8589.861075198769,0.6009718174823838,0.11316419065428696,70.60452755490103,0.06699334545341884,20,1
user124@upi,2000.403730590447,0.27051774082074886,0.23475362277916934,80.47640832841417,0.47294785052212196,2,0
user125@upi,3073.9131385993664,0.2075916893429013,0.913847163404562,86.63787017319747,0.9019610365982895,13,1
scammer126@upi,2678.630009003619,0.8735679360643958,0.7053958442093972,69.8838968854471,0.8070504650023639,3,1
scammer127@upi,7118.492850463057,0.7414232697786376,0.5765845745828908,97.96806754286244,0.541686603019271,13,1
scammer128@upi,2730.7004654445177,0.5612437585073059,0.1362228528572248,45.848626167355775,0.6627751223159127,17,1
scammer129@upi,8946.65130155833,0.8655308746041834,0.0731587815586997,42.64972240342968,0.6145781359094035,1,1
user130@upi,7924.06896921175,0.1444855218412211,0.6617922735701416,67.27218523162747,0.0025371162169020023,7,0
user131@upi,2299.876324796586,0.4218669468424565,0.7107017798074431,39.60506382646689,0.20780578957418805,9,0
user132@upi,6773.678460999691,0.8801888414602749,0.9505556256770739,8.128309930787847,0.6801287525710162,12,0
user133@upi,6773.476791663639,0.6200883937874763,0.011823326221396813,68.7153395810169,0.4158153993787327,3,0
user134@upi,5167.758955087994,0.08927111069169025,0.9643281112531883,23.791296987323484,0.1955283223851516,12,0
scammer135@upi,2472.1497465715343,0.8572863469732492,0.431964735835933,63.94268736938359,0.15369628534672353,3,1
user136@upi,2145.236050378184,0.40370234139217553,0.22338639979008768,84.59566743052585,0.14349487877445577,13,0
user137@upi,3239.538593478204,0.01997152904222088,0.44150386054919755,5.193664539995179,0.8174320067331665,20,0
user138@upi,5211.316376623234,0.196327093129956,0.06119197467659254,43.30545568968436,0.3172075118951466,9,0
user139@upi,5365.696124191471,0.6691660481035532,0.0728465198451741,2.5212265540862755,0.5137009646243377,3,0
scammer140@upi,3150.3196293586298,0.682857099454058,0.6539579836634007,81.23455550444488,0.19595145992937246,13,1
user141@upi,6257.167646554147,0.03608072597229828,0.058944048183922404,5.912927607206986,0.0670414557561273,13,0
scammer142@upi,1756.2575260794722,0.9148184640578311,0.5514480471941884,83.40200373929801,0.4670362783087948,19,1
user143@upi,4419.830925875192,0.4653067992620057,0.2547147626174159,16.91384301110961,0.14856282861432968,16,0
user144@upi,1617.3871934562578,0.07016737678699903,0.04848069497311447,64.38260584872575,0.01935532431045961,15,0
user145@upi,4189.2775700872735,0.14774777884931423,0.8445925683367507,18.53508839515531,0.17041162463912718,20,0
user146@upi,8350.295826802427,0.45153179274149036,0.354396515471173,47.48406122285651,0.35973514267795603,8,1
user147@upi,7377.15309236385,0.9987810470979469,0.748763712331106,71.26706642743805,0.20219358935844378,5,1
user148@upi,5489.0497908541165,0.1497682713402353,0.3416498071183318,76.40379909150184,0.27586085573092467,11,0
scammer149@upi,1503.301391714454,0.19911905817849074,0.36322882607112716,56.678549532950285,0.4230162401877461,16,1
scammer150@upi,1359.6746458056857,0.7582313574884005,0.6506065439066854,71.19198950252743,0.212959596628847,17,1
scammer151@upi,8151.7449171370445,0.7188577054638706,0.24065955192550248,91.74930523405871,0.26185286296972987,20,1
scammer152@upi,272.7807822617176,0.11705377082230717,0.26234044685198443,66.88115684807924,0.4356526156036987,19,1
user153@upi,1668.7420756114436,0.41952638959007493,0.019179969615357062,65.60124081003727,0.2141855839896034,14,0
scammer154@upi,5772.4959610646965,0.9368343974761426,0.3334747539129934,64.77468976412797,0.2869697924944943,2,1
user155@upi,3773.4426641242158,0.716224805668682,0.17960633981165597,51.452749921950435,0.011112094658032312,3,0
scammer156@upi,8561.61782773739,0.4068612284166494,0.8494935332909019,51.240726620071996,0.33608030766580443,11,1
scammer157@upi,4971.041208977281,0.620790911573142,0.9464321995988139,81.97811963250793,0.42537901967382574,10,1
user158@upi,6658.200836814686,0.1461653865675251,0.8224329337511302,41.23118176005974,0.18287097157247,11,0
scammer159@upi,6328.771624474958,0.8097997392764814,0.7522296205921108,53.789072352575026,0.4405231398153472,20,1
user160@upi,8407.165704337418,0.583125644443626,0.21488278147606998,71.22422615602062,0.8359099333298472,16,1
scammer161@upi,6166.521829108524,0.1979385014405518,0.714985387611957,91.49415298011108,0.9621993329833094,7,1
user162@upi,6327.829947124936,0.8446436791978151,0.005248689860103739,15.945299052930395,0.2216774277596657,13,0
scammer163@upi,4398.140793726854,0.5536654343893597,0.2739060910914324,79.77331009320272,0.5540344249007306,17,1
user164@upi,6369.064219307682,0.0049139789282853785,0.255998761653326,8.913756169666332,0.2657326114194831,14,0
user165@upi,9082.446604608722,0.2587664922093663,0.5847249607721116,60.898044278179185,0.1768567172440123,3,1
scammer166@upi,9219.074486357198,0.3518586112507752,0.7210319165611944,23.140696084642087,0.9502890115914374,5,1
scammer167@upi,5503.369211529474,0.2998901671289761,0.8209756039811049,75.94863626697949,0.6269300025127195,7,1
user168@upi,3533.927805607593,0.6758861349259087,0.45618267641105903,63.62560639517129,0.09397208336162266,9,0
user169@upi,5913.716182334605,0.45067056565348296,0.19162626201351718,50.282051959180016,0.5304587640451323,4,0
scammer170@upi,1352.975560836508,0.847457175154422,0.898816803710069,72.48681210415977,0.515240270621154,10,1
scammer171@upi,3594.9210490391524,0.4531889341361053,0.9583886322418144,91.15027272692218,0.7203567721610822,5,1
user172@upi,2897.137614257253,0.15637583475925831,0.5734050072956205,50.876580974107185,0.2930567689317334,13,0
scammer173@upi,4793.91457277533,0.9312724983504553,0.7162022037270529,54.142944086854506,0.5949080252220857,8,1
scammer174@upi,9200.279456599837,0.1889398703952554,0.01964175865484341,77.06960729368856,0.8180329195472978,2,1
user175@upi,465.78800354699774,0.7004952967427759,0.021247596614743625,5.432829488064106,0.31408959299591577,8,0
user176@upi,5091.186847529034,0.09326331339235883,0.13891246790410272,55.19189164950369,0.755809669018908,3,0
scammer177@upi,4736.08375773243,0.6574236966835838,0.8692181549559346,61.04878090734965,0.9135469872221472,14,1
user178@upi,5579.518279100393,0.14107468150062052,0.8103246530187896,48.484502458146,0.06852529894518256,12,0
user179@upi,5853.0168052116505,0.8440594986547791,0.6898947004938618,7.5444792433985945,0.04993049506788372,10,0
user180@upi,2121.632714410901,0.0625357194049404,0.8464973866137566,73.37859622085665,0.1516508881888844,19,1
user181@upi,5566.838678917105,0.31420105133818754,0.4132120923210614,84.300086792894,0.5591021573701466,3,1
user182@upi,5659.52578933341,0.4241629310463588,0.31258362646261406,4.268243731870969,0.3640259599105492,17,0
user183@upi,5040.133238875286,0.755799065612421,0.3293154503986607,43.8296759941037,0.9073454790008281,20,1
scammer184@upi,7513.9535041895415,0.21349929535312007,0.9654897219305011,75.34392061698087,0.9354009166814328,14,1
user185@upi,176.5320644434164,0.7488670715259954,0.8384324715498358,8.281888311119612,0.250203821658317,8,0
scammer186@upi,3241.7737233819635,0.6035899413886043,0.5582869822180979,69.94457128938933,0.4624802479465395,5,1
scammer187@upi,8882.208165858206,0.2365245383437582,0.5337883590877673,86.4049901502568,0.14388126249815725,19,1
scammer188@upi,2906.278111272693,0.4863423898222978,0.19010982209942884,79.10567210617681,0.8849454034982831,7,1
user189@upi,2200.3948415219097,0.35322098718751826,0.7431508376175808,3.9332179102943288,0.07440104179446272,4,0
user190@upi,278.0843141850657,0.3866324142229074,0.21688036388077248,59.88854015633499,0.2719883272198452,16,1
scammer191@upi,9932.375360178778,0.9463434035154035,0.999370513777318,94.85121937026932,0.4708749591299447,8,1
scammer192@upi,1237.749644132272,0.37779709537646833,0.6169161874870568,94.15739929979569,0.6372657532654002,18,1
user193@upi,726.1083126303209,0.06843755897151815,0.46728701594918887,88.92888571683227,0.08073920864563455,8,0
user194@upi,9913.657155906221,0.3852609359818362,0.24234836395916126,55.675652943519005,0.40569661762137077,7,1
user195@upi,3346.2371543066547,0.4185676532013942,0.6172881787407273,30.952786663832587,0.720985712433926,8,0
user196@upi,9156.481968875534,0.3075365348475505,0.6213181020287081,96.81740265418945,0.78867574526162,1,1
user197@upi,8599.176976869609,0.9435965575498813,0.3049320547426715,97.11124192832794,0.129405431962069,14,1
user198@upi,1009.77177141553,0.10915086271997931,0.7139275297322076,66.20348396740788,0.6257574694782033,17,1
user199@upi,4501.945756213219,0.420210876876959,0.3963693187271642,91.57241256268695,0.12607009205619657,18,1
scammer200@upi,5716.60712288467,0.09458601736733796,0.33880850327348633,90.71214382192012,0.974678916645458,11,1
user201@upi,5641.626960909179,0.5861816964081277,0.03001445459729335,25.997045271900344,0.6515661919093957,9,0
user202@upi,9374.63675300046,0.5480650872271259,0.976974415419124,97.61447742429397,0.9591721648692474,5,1
user203@upi,2604.5420946687927,0.5892231562622292,0.17768330885257644,36.213547408066326,0.16072335260260628,7,0
user204@upi,3124.1570102406513,0.1919747450885494,0.474998200499802,70.01666741305971,0.09702372742979137,8,0
user205@upi,5253.375792384575,0.5121966973379604,0.019289809680790637,78.00332313969099,0.10479807773295002,4,0
scammer206@upi,8456.53126094808,0.9238998769771409,0.4937712798057985,30.78449929251511,0.8449878047723217,1,1
scammer207@upi,7163.38860633232,0.6676607819638056,0.4137111710159148,90.55596208334971,0.906842088374989,10,1
user208@upi,8352.19421118329,0.07515902902539429,0.1343933075388607,11.179376303244847,0.7846248693079131,2,0
user209@upi,2106.20104868761,0.26385893003563354,0.47084692554257324,32.89514127185106,0.6738904118190973,8,0
user210@upi,2877.0594139639943,0.18722974834820438,0.8125862053439565,72.5943236717509,0.06632668366703653,3,0
scammer211@upi,4102.744905368083,0.21248957077039565,0.2600483371345723,90.58071461453547,0.9613244632604284,2,1
user212@upi,5346.31914104933,0.27264129618964705,0.08019719113849244,74.08630429678419,0.6873122183777425,1,0
user213@upi,9596.574710902107,0.9194455694275024,0.26652067439262805,42.326818583593806,0.11015443095636501,5,1
scammer214@upi,2407.664328630816,0.001187902229930926,0.6114554256935999,99.82284429103522,0.5799366011729546,13,1
scammer215@upi,6213.933570508539,0.8441585598424354,0.9619764837441529,43.08599816669805,0.5523186256033553,10,1
scammer216@upi,7596.56475254947,0.8305874129955236,0.4930436426986633,59.685202817830884,0.9351505428039824,20,1
scammer217@upi,7931.215412369303,0.05564266483529956,0.1376789370438536,47.33594519469557,0.9435318474474973,17,1
user218@upi,3057.048635928193,0.5072903644181673,0.21502447958200543,38.02235673050956,0.9967148644996764,5,0
user219@upi,2702.354260215023,0.3924903553698571,0.9907626565091532,43.590820314414735,0.735992146051331,9,1
scammer220@upi,5110.2149342263965,0.43022167527425337,0.5047603922800934,73.78914663564389,0.3423367725304909,17,1
user221@upi,3633.9427935159133,0.3477693465043381,0.9892387277976812,73.63329728702928,0.4432390455174242,4,1
scammer222@upi,7260.19186583069,0.7575957850283809,0.34928639706682696,55.48033886126028,0.0483849971042134,18,1
scammer223@upi,8314.343106628354,0.7114542124571205,0.7559695978135406,96.08863372754328,0.6939588042272251,3,1
scammer224@upi,3351.810252405931,0.43993356607980405,0.6951093449755872,59.421499830843686,0.5078208586991059,6,1
user225@upi,8978.164389364267,0.6160080416745809,0.5679072025940373,78.32482665074048,0.42926898982923567,7,1
user226@upi,6527.631597487105,0.49261008535791806,0.7313246799511488,11.058302381284912,0.9246852189367767,3,0
user227@upi,1385.380791725832,0.326104138535252,0.4150588884035179,67.85185151491676,0.25318312167094637,5,0
scammer228@upi,5519.9610037788725,0.9897421514401145,0.5926986566163189,60.287350218815405,0.06795750156469249,13,1
user229@upi,1889.6541033227338,0.3634487542195629,0.9579824873233774,12.426108884556331,0.5499398155458336,14,0
user230@upi,2580.954725776878,0.2810579018125343,0.12710374109821077,82.67532391801909,0.9986066859792421,9,1
user231@upi,6648.295199790995,0.3199976878753368,0.5888772502697935,34.819198172700084,0.17555874356739243,6,0
user232@upi,4133.403974990313,0.09390381827731409,0.0027994425806265877,16.62444580730279,0.09450273288408717,8,0
user233@upi,1552.8884186703267,0.3583600935135409,0.10209514124428465,50.480355803534,0.2911610622025629,18,0
scammer234@upi,4608.504182734859,0.3910885048042615,0.013799213911240171,86.3702441933299,0.8699962097750499,18,1
user235@upi,1629.2603690741007,0.7854398369261246,0.9616019649940933,34.361913215590235,0.19594251885409286,10,0
scammer236@upi,8625.113399559345,0.39748874091059794,0.6318493926400544,31.40360371325297,0.6686587992747629,7,1
user237@upi,8623.705775374612,0.11889060567450727,0.905089702732623,77.67179703090471,0.01883330959090146,16,1
scammer238@upi,9709.284552142455,0.3766080981981723,0.19205228952449327,71.97682478387215,0.6843540934422508,1,1
user239@upi,2234.3955950317645,0.2710696163184012,0.19766733440772188,5.347279514183601,0.40890893773996695,16,0
user240@upi,4906.948574363602,0.5771760781944134,0.4351169996763994,24.413961069185085,0.3548040530892764,8,0
scammer241@upi,3691.7501822198515,0.49044145398167105,0.4637444841471965,98.899480877534,0.6745902314835035,3,1
user242@upi,1696.9306882813853,0.488334559467132,0.6768221500447136,30.187642241747213,0.5286057906790526,7,0
user243@upi,4526.09669036393,0.18208026473816696,0.05472946498271847,37.74856609699502,0.019245846432944247,5,0
scammer244@upi,9768.989164816243,0.7636327745624522,0.4611129168746393,74.15510116098432,0.2816245052574895,12,1
user245@upi,9492.377749852229,0.07926588401778034,0.9008139555085491,21.614297997995603,0.11126416303001219,3,0
user246@upi,1761.6589723888947,0.42611440152374613,0.14348662862768347,45.37681450401837,0.6093192891196353,11,0
scammer247@upi,8787.390247033245,0.492008699973689,0.9634108551099676,75.41393387492079,0.05297789221518401,12,1
scammer248@upi,9440.499775660026,0.9958081708892966,0.6024610608488916,87.51763716269417,0.4119981063921988,12,1
user249@upi,633.7722065290857,0.4139764849045212,0.00041510732806882,61.73759689758075,0.9629397342888578,11,0
scammer250@upi,9546.73154265132,0.20070427681945446,0.7838146316841683,69.48066595679127,0.10065229237630291,8,1
user251@upi,3500.086186574134,0.8902483538551298,0.5780289076774211,47.74273999271315,0.42222692115177407,16,1
user252@upi,6098.505739614113,0.6056380739920655,0.3985045919592666,67.71138012314238,0.06614703492064944,11,0
user253@upi,8274.798646960435,0.05276983505330124,0.28988531097953507,5.272235687715698,0.7265451704514778,9,0
user254@upi,6144.519366046392,0.6028444858182901,0.4179047569183617,63.30698413861242,0.7022819716779563,19,1
scammer255@upi,4169.3626319780205,0.7163927078357522,0.22194879356124497,65.64493380805042,0.4189850465832755,5,1
scammer256@upi,3345.0824452326838,0.31970307094305717,0.9689487169952414,60.739694431101796,0.7292347106389774,20,1
scammer257@upi,8491.37310289524,0.4350978545354922,0.6350963527184615,22.681652673394147,0.49260044488009713,2,1
